review_number,brand,variety,style,country,stars,continent
2791,Mike's Mighty Good Craft Ramen,Vegetarian Vegetable Ramen Soup,Pack,United States,5,North America
2785,Yum Yum,Authentic Thai Style Instant Noodles Green Curry Flavour,Pack,Thailand,5,Asia
2779,Mr. Noodle,Barbecue Sauce Curry,Pack,Taiwan,5,Asia
2771,Nissin,UFO Fried Ramen Japanese Sauce Flavour,Tray,Indonesia,5,Asia
2767,Nissin,Cup Noodles Spicy Seafood Flavour Potato Chips,Pack,Hong Kong,5,Asia
2765,Island Foods,Kichijoji Hopuken Hompo Backfat Tonkotsu,Box,Japan,5,Asia
2762,Red Chef,Pandan White Curry Noodles,Pack,Malaysia,5,Asia
2761,Red Chef,Green Tom Yum Soup Noodles,Pack,Malaysia,5,Asia
2760,Red Chef,Spicy Sakura Prawn Soup Noodles,Pack,Malaysia,5,Asia
2758,Gookmul,Knight Of Ribs,Pack,South Korea,5,Asia
2757,MyKuali,Hokkien Prawn (2018 Recipe),Pack,Malaysia,5,Asia
2756,TTL,Carbonara White Wine Sauce Noodle,Pack,Taiwan,5,Asia
2750,Nissin,Cup Noodles Tom Yum Goong Flavour Potato Chips,Pack,Hong Kong,5,Asia
2748,MyKuali,Penang Red Tom Yum Goong Noodle (2018 Recipe),Pack,Malaysia,5,Asia
2744,Nissin,U. F. O. BIG Wasabi-Mayo Yakisoba,Tray,Japan,5,Asia
2743,Myojo,Charumera Non-Fried Tonkotsu Ramen,Pack,Japan,5,Asia
2741,MyKuali,Penang White Curry Noodle (2018 Recipe),Pack,Malaysia,5,Asia
2738,Meimen,Tomato Noodles Soup,Pack,Taiwan,5,Asia
2730,Little Cook,Braised Beef Noodles With Tendon & Meat,Bowl,Taiwan,5,Asia
2712,Maggi,2 Minute Noodles Masala Spicy (Export Version),Pack,India,5,Asia
2710,Itsuki,"Kyushu ""Tonkotsu"" Pork Flavor Ramen",Pack,Japan,5,Asia
2708,Qinsheng,Dumpling Pastry Hot & Sour Noodle,Pack,China,5,Asia
2706,Wei Lih,GGE Ramen Snack Tempura Flavor,Pack,Taiwan,5,Asia
2696,Nongshim,Neoguri Spicy Seafood Noodle Soup,Cup,United States,5,North America
2691,Nissin,Demae Ramen Straight Noodle Shoyu Tonkotsu Instant Noodle,Pack,Hong Kong,5,Asia
2688,KOKA,Silk Laksa Singapura Instant Rice Fettucine,Bowl,Singapore,5,Asia
2687,Nissin,Yakisoba With Mayonnaise,Tray,Japan,5,Asia
2679,MyKuali,Penang White Curry Noodle,Pack,Malaysia,5,Asia
2676,Maruchan,Bowl Taste Of Asia Tom Yum Ramen Noodle Soup,Bowl,United States,5,North America
2673,Nissin,Demae Ramen Bar Noodle Hokkaido Miso Tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5,Asia
2672,Wei Lih,Roast Beef Stew Noodle,Pack,Taiwan,5,Asia
2663,Alhami,Instant Noodle Soto Flavour,Pack,Indonesia,5,Asia
2661,Maitri,Vegetarian Mie Goreng,Pack,Indonesia,5,Asia
2657,Maitri,Extra Hot Vegetarian Mie Goreng,Pack,Indonesia,5,Asia
2651,Alhami,Mi Goreng Spesial,Pack,Indonesia,5,Asia
2645,Happy Noodle,Noodles Wirh Minced Pork & Chinese Mustard Blend,Pack,Taiwan,5,Asia
2644,Ottogi,Budae Jjigae Ramen,Pack,South Korea,5,Asia
2627,Nissin,Men Shokunin Sesame Miso Ramen,Bowl,Japan,5,Asia
2625,Nissin,Cup Noodles Potato Chips Tom Yam Seafood Flavour,Pack,Singapore,5,Asia
2618,KOKA,Delight Curry Flavor Instant Non-Fried Noodles,Pack,Singapore,5,Asia
2617,Nissin,Cup Noodles Laksa Flavour,Cup,Singapore,5,Asia
2615,Nissin,Demae Ramen Straight Noodle Spicy Tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5,Asia
2613,Nissin,Raoh Backfat Rich Shoyu Ramen,Bowl,Japan,5,Asia
2600,Nissin,Cup Noodle Nice Rich Pork Shoyu,Cup,Japan,5,Asia
2597,Nongshim,Neoguri Stir-fry Noodles Spicy Seafood,Pack,South Korea,5,Asia
2592,Maruchan,Yokozuna Tonkotsu Ramen,Bowl,Japan,5,Asia
2586,Blount,Chicken Ramen Bowl,Bowl,United States,5,North America
2585,Blount,Thai Inspired Coconut Chicken & Noodle Bowl,Bowl,United States,5,North America
2583,Daikoku,Kaisen (seafood) Shio Noodles,Cup,Japan,5,Asia
2570,Tao Kae Noi,Creamy tom Yum Kung Flavour,Pack,Thailand,5,Asia
2569,Yamachan,Yokohama Tonkotsu Shoyu,Pack,United States,5,North America
2566,Nissin,Demae Ramen Bar Noodle Aka Tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5,Asia
2563,Yamachan,Tokyo Shoyu Ramen,Pack,United States,5,North America
2559,Jackpot Teriyaki,Beef Ramen,Pack,United States,5,North America
2558,KOKA,Creamy Soup With Crushed Noodles Hot & Sour Fish Flavor,Cup,Singapore,5,Asia
2552,MyKuali,Penang White Curry Rice Vermicelli Soup,Bowl,Malaysia,5,Asia
2550,Samyang Foods,Paegaejang Ramen,Pack,South Korea,5,Asia
2545,KOKA,Instant Noodles Laksa Singapura Flavour,Pack,Singapore,5,Asia
2543,KOKA,Curry Flavour Instant Noodles,Cup,Singapore,5,Asia
2541,Nissin,Cup Noodles Very Veggie Spicy Chicken Flavor Ramen Noodle Soup,Cup,United States,5,North America
2538,Nissin,Cup Noodles Very Veggie Beef Flavor Ramen Noodle Soup,Cup,United States,5,North America
2537,Nissin,Cup NoodlesTom Yam Seafood (More Shrimptacular),Cup,Singapore,5,Asia
2535,Nissin,Cup Noodles Very Veggie Chicken Flavor Ramen Noodle Soup,Cup,United States,5,North America
2533,Nongshim,Shin Ramyun Black,Pack,South Korea,5,Asia
2528,Prima,Juzz's Mee Creamy Chicken Flavour (Export Version),Pack,Singapore,5,Asia
2524,Nissin,Straits Reborn Laksa,Pack,Singapore,5,Asia
2522,Takamori,Hearty Japanese Style Curry Udon,Pack,Japan,5,Asia
2520,Nissin,Cup Noodles Blacl Pepper Crab Flavour (More Angry Crab),Cup,Singapore,5,Asia
2515,Uni-President,Man Han Feast Spicy Beef Flavor Instant Noodles,Bowl,Taiwan,5,Asia
2512,Mom's Dry Noodle,Dan Dan Noodle,Pack,Taiwan,5,Asia
2511,Samyang Foods,Samyang Ramen Classic Edition,Bowl,South Korea,5,Asia
2510,MyKuali,Penang Red Tom Yum Goong Noodle,Pack,Malaysia,5,Asia
2500,The Ramen Rater Select,Supreme Creamy Tom Yum Noodle,Box,Malaysia,5,Asia
2499,KOKA,Creamy Soup With Crushed Noodles Chicken Flavor,Cup,Singapore,5,Asia
2491,Nissin,Soba Yakitori Chicken,Cup,Germany,5,Europe
2483,Paldo,Bul Jjamppong,Bowl,South Korea,5,Asia
2478,Kiki Noodle,Scallion Oil & Soy Sauce Noodle,Pack,Taiwan,5,Asia
2477,Kiki Noodle,Sichuan Spices Flavor Noodle,Pack,Taiwan,5,Asia
2471,Nissin,Cup Noodles Mini Seafood Flavour,Cup,Hong Kong,5,Asia
2462,TTL,Sesame Oil Chicken Noodle With Rice Wine,Bowl,Taiwan,5,Asia
2460,Daifuku,Katsuo Bowl Udon,Bowl,United States,5,North America
2455,KOKA,Creamy Soup With Crushed Noodles Sweet Corn Flavor,Cup,Singapore,5,Asia
2452,KOKA,Signature Laksa Singapura Instant Noodles,Bowl,Singapore,5,Asia
2451,KOKA,Delight Spicy Black Pepper Flavor Instant Non-Fried Noodles,Pack,Singapore,5,Asia
2449,KOKA,Delight Tomato Flavor Instant Non-Fried Noodles,Pack,Singapore,5,Asia
2446,KOKA,Creamy Soup Witrh Crushed Noodles Curry Flavor,Cup,Singapore,5,Asia
2444,KOKA,Silk Spicy Marinara Instant Rice Fettuccine,Bowl,Singapore,5,Asia
2441,MyKuali,Penang Hokkien Prawn Flavor Noodle,Box,Japan,5,Asia
2439,Uni-President,Man Han Feast Super Hot Pot Beef Flavor Instant Noodles,Bowl,Taiwan,5,Asia
2438,World O' Noodle,Mi Goreng Original Flavour Fried Noodles,Pack,Indonesia,5,Asia
2430,MyKuali,MeeKuali Bihun Sup Rempah Perisa Daging,Pack,Malaysia,5,Asia
2428,TTL,Sesame Oil Chicken With Rice Wine Noodle,Bowl,Taiwan,5,Asia
2425,Nissin,Seafood Flavour Rice Vermicelli,Cup,Hong Kong,5,Asia
2421,Uni-President,Baseball Snack Noodle,Pack,Taiwan,5,Asia
2419,MyKuali,Penang Red Tom Yum Goong,Box,Japan,5,Asia
2415,Nissin,Kitsune Udon Donbei (West),Bowl,Japan,5,Asia
2414,Little Cook,Thailand Green Curry Instant Noodle,Bowl,Taiwan,5,Asia
2404,MyKuali,Penang Hokkien Prawn Noodle Soup,Pack,Singapore,5,Asia
2401,Sichuan Baijia,Chongqing Noodles Burning Dry Noodles,Bowl,China,5,Asia
2400,Nissin,Cup Noodles Tom Yam Seafood Flavour,Cup,Singapore,5,Asia
2392,MyKuali,Penang Red Tom Yum Goong Rice Vermicelli Soup,Bowl,Malaysia,5,Asia
2391,Ottogi,Jin Jjambbong Spicy Seafood Ramyun,Pack,South Korea,5,Asia
2377,MyKuali,Penang White Curry Instant Noodle (Japan Version),Box,Malaysia,5,Asia
2375,Uni-President,Man Han Feast Braised Pork Flavor Instant Noodles,Bowl,Taiwan,5,Asia
2366,Samyang Foods,Buldak Bokkeummyun Snack,Pack,South Korea,5,Asia
2365,Samyang Foods,Stew Buldak Bokkeumtangmyun,Pack,South Korea,5,Asia
2361,Nissin,Demae Iccho Chicken Flavour Instant Noodle (Bowl Noodle),Bowl,Hong Kong,5,Asia
2357,Kamfen,Noodle King Artificial Wonton Soup Flavored,Bowl,Hong Kong,5,Asia
2354,Vifon,Viet Cuisine Bun Rieu Cua Sour Crab Soup Instant Rice Vermicelli,Bowl,Vietnam,5,Asia
2345,Sempio,Clam Flavor Soup Kal-guksu,Pack,South Korea,5,Asia
2335,Nissin,Cup Noodles Gourmet Sabor A Caldo De Camaron,Cup,Mexico,5,South America
2324,Paldo,Bul Jjajangmyeon,Pack,South Korea,5,Asia
2323,Ogasawara,Kirin Giraffe Shio Ramen,Pack,Japan,5,Asia
2321,Sau Tao,Black Pepper XO Sauce Flavour,Bowl,Hong Kong,5,Asia
2318,Happy Cook,Sichuan Spicy Flavor,Pack,Taiwan,5,Asia
2316,Nissin,Cup Noodle Spicy Curry Chicken,Cup,Japan,5,Asia
2312,Xiao Ban Mian,Traditional Shallot & Onion Oil Noodle,Pack,Taiwan,5,Asia
2304,Maggi,2 Minute Noodles Masala Spicy,Pack,India,5,Asia
2302,Nissin,Yakisoba,Tray,Japan,5,Asia
2293,Nissin,Nupasta Bacon In Carbonara Sauce Flavour Instant Noodle,Pack,Hong Kong,5,Asia
2290,Nissin,Demae Ramen Straight Noodle Black Garlic Oil Tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5,Asia
2282,Samyang Foods,Gold Jjamppong Fried Noodle,Pack,South Korea,5,Asia
2271,Sichuan Baijia,Chongqing Noodles Burning Dry Noodles,Pack,China,5,Asia
2260,Uni-President,Science Noodle (X'Mas Edition),Pack,Taiwan,5,Asia
2255,Daikoku,Hiroshima Flavor Yakisoba,Tray,Japan,5,Asia
2252,New Touch,Sugomen Sano Ramen,Bowl,Japan,5,Asia
2237,Nissin,Cup Noodle Light+ Bagna Cauda,Cup,Japan,5,Asia
2228,Nissin,Raoh Shoyu Ramen,Bowl,Japan,5,Asia
2222,Nyor Nyar,Vegetarian Penang White Curry,Pack,Malaysia,5,Asia
2220,Paldo,Budae Jjigae,Pack,South Korea,5,Asia
2215,Myojo,Mee Goreng Spicy Flavour,Pack,Singapore,5,Asia
2209,Nissin,Demae Ramen Spicy Hot tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5,Asia
2200,Mr. Lee's Noodles,Shaolin Monk Vegetables,Cup,UK,5,Europe
2197,Mr. Lee's Noodles,Hong Kong Street Beef,Cup,UK,5,Europe
2195,Nissin,Gyorai Inaniwa Chuka Soba,Bowl,Japan,5,Asia
2192,Nyor Nyar,Penang White Curry Instant Noodle,Pack,Malaysia,5,Asia
2187,Pulmuone,Non-Fried Ramyun Noodle (Crab Flavor),Pack,South Korea,5,Asia
2185,Nissin,Raoh Hot & Sour Ramen,Pack,Japan,5,Asia
2179,MAMA,Oriental Kitchen Instant Rice Vermicelli In Gravy,Pack,Thailand,5,Asia
2176,MAMA,Instant Rice Vermicelli Yentafo Tom Yam Mohfai,Pack,Thailand,5,Asia
2174,MAMA,Cup Rice Noodles Tom Saab Flavour,Cup,Thailand,5,Asia
2168,Tseng Noodles,Rice Noodle Shallot With Braised Pork Flavor,Pack,Taiwan,5,Asia
2164,Tseng Noodles,Rice Noodle Chinese Mushroom With Soybean Vegetarian Braised Pork Flavor,Pack,Taiwan,5,Asia
2162,Tseng Noodles,Rice Noodle Seafood Laksa Flavour,Pack,Taiwan,5,Asia
2161,Nongshim,Chal Bibim Myun,Pack,South Korea,5,Asia
2160,Menraku,Japanese Yakisoba Umami Sauce,Bowl,Japan,5,Asia
2158,A-Sha Dry Noodle,Chow Mein Original Flavor,Tray,Taiwan,5,Asia
2152,Jingqi,Black Eyes Bean Cyanobacteria Noodle With Ginger Oil Sauce,Pack,Taiwan,5,Asia
2149,Jingqi,Aloe Vera Guan Mian Cyanobacteria Noodle With Ginger Oil Sauce,Pack,Taiwan,5,Asia
2141,Nissin,Men Shokunin Kaoruyasai Shio,Bowl,Japan,5,Asia
2140,Wang,Rice Noodle Seafood Flavour,Bowl,South Korea,5,Asia
2133,Nissin,Kimchi Chikin Ramen Donburi,Bowl,Japan,5,Asia
2132,Maruchan,Instant Lunch Chipotle Chicken Flavor Ramen Noodle Soup,Cup,United States,5,North America
2129,CarJEN,Hot & Spicy Dry Curry With Chives Soup,Pack,Malaysia,5,Asia
2126,Nissin,Mennippon Oumi Chanpon,Bowl,Japan,5,Asia
2123,Nissin,Cup Noodles Tom Yum Shrimp Sabb Flavour,Cup,Thailand,5,Asia
2102,Nissin,Cup Noodles Singapore Laksa,Cup,Japan,5,Asia
2098,Nongshim,Kimchi Flavor Noodle Soup,Cup,United States,5,North America
2097,CarJEN,Otentiq Cheezy Mushroom Instant Noodles (Improved Taste),Pack,Malaysia,5,Asia
2095,Nissin,Straits Kitchen Laksa,Pack,Singapore,5,Asia
2094,Nongshim,Champong Noodle Soup Spicy Seafood Flavor,Pack,South Korea,5,Asia
2091,MyKuali,Penang Hokkien Prawn Noodle Authentic Taste,Cup,Malaysia,5,Asia
2090,Nissin,Nupasta Salmon In White Sauce Flavour Instant Noodle,Pack,Hong Kong,5,Asia
2089,Nissin,Big Cup Noodles Seafood Curry Flavour,Cup,Hong Kong,5,Asia
2086,Nissin,Demae Ramen Sesame Flavour Instant Noodles,Pack,Hong Kong,5,Asia
2085,Fuku,Superior Soup Instant Rice Vermicelli,Bowl,Hong Kong,5,Asia
2084,Nissin,Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle,Pack,Hong Kong,5,Asia
2083,Nissin,Taisho Fried Noodle Sesame Paste Flavour Instant Noodle,Pack,Hong Kong,5,Asia
2079,Nissin,Nupasta Carbonara Flavour Instant Noodle,Cup,Hong Kong,5,Asia
2077,Nissin,Cup Noodles Big Spicy Seafood Flavour,Cup,Hong Kong,5,Asia
2072,Maruchan,Bowl Taste Of Asia Beef Flavor Sukiyaki Ramen,Bowl,United States,5,North America
2071,A-Sha Dry Noodle,Tainan Noodle Original Sauce,Pack,Taiwan,5,Asia
2068,Maggi,Fusian Special Edition Ow... Ow... Spicy Cow Mi Goreng,Pack,Australia,5,Oceania
2066,Marutai,Hakata Tonkotsu Ramen,Pack,Japan,5,Asia
2064,Nongshim,Arrabiata Rice Bucatini,Pack,United States,5,North America
2060,Nissin,Cup Noodle Light+ Cheese Fondue,Cup,Japan,5,Asia
2055,Nissin,Tokyo Tokunou Gyokai Tonkotsu,Bowl,Japan,5,Asia
2050,MyKuali,Penang Red Tom Yum Goong Noodle Authentic Taste,Cup,Malaysia,5,Asia
2043,ORee Garden,Malaysia Green Curry Noodle,Bowl,Malaysia,5,Asia
2040,Nissin,Cup Noodles Sabor Franhp Com Requeijao,Cup,Brazil,5,South America
2039,Tokushima Seifun,Yakibuta Ramen,Bowl,Japan,5,Asia
2031,CarJEN,Otentiq Cheezy Curry Instant Noodles (Improved Taste),Pack,Malaysia,5,Asia
2027,Nissin,Shinshu Miso Ramen,Bowl,Japan,5,Asia
2021,Urban Noodle,Authentic Street Food Satay,Cup,UK,5,Europe
2015,E-Zee,Perisa Kari Mi Segera (Improved Taste),Pack,Malaysia,5,Asia
2003,Nissin,Raoh Rich Miso Flavor,Bowl,Japan,5,Asia
2000,Nissin,Chikin Ramen Donburi,Bowl,Japan,5,Asia
1999,Nissin,Curry Udon,Cup,Japan,5,Asia
1998,Nissin,Men Shokunin Shoyu,Bowl,Japan,5,Asia
1995,Nissin,Cup Noodle Big Cheese Mexican Chilli,Cup,Japan,5,Asia
1994,Nissin,Gyoretsu-no-Dekiru-Mise-no-Ramen (Shrimp Tantanmen),Bowl,Japan,5,Asia
1993,Nissin,Raoh Tonkotsu,Pack,Japan,5,Asia
1990,Nissin,Cup Noodle,Cup,Japan,5,Asia
1989,MyKuali,Penang White curry Noodle Authentic Taste,Pack,Malaysia,5,Asia
1985,Prima Taste,Singapore Prawn Soup La Mian,Pack,Singapore,5,Asia
1984,Nissin,Chinese Tan Tan Vermicelli,Cup,Hong Kong,5,Asia
1981,MyKuali,Penang Red tom Yum Goong Noodle Authentic Taste,Pack,Malaysia,5,Asia
1978,CarJEN,Nyonya Curry Laksa (Improved Taste),Pack,Malaysia,5,Asia
1977,MyOri,Malaysia Penang Green Curry Vermicelli (New Package),Pack,Malaysia,5,Asia
1974,Samyang Foods,Cheese Curry Ramyun,Pack,South Korea,5,Asia
1970,MyOri,Malaysia Penang Red Curry Noodle,Pack,Malaysia,5,Asia
1965,MyKuali,Penang Spicy Prawn Soup Noodle Authentic Taste,Pack,Malaysia,5,Asia
1964,MAMA,Instant Noodles Coconut Milk Flavour,Pack,Myanmar,5,Asia
1953,Prima Taste,Singapore Fish Soup La Mian,Pack,Singapore,5,Asia
1947,Prima Taste,Singapore Laksa Wholegrain La Mian,Pack,Singapore,5,Asia
1944,Wei Lih,GGE Noodle Snack Wheat Crackers Hot Spicy,Pack,Taiwan,5,Asia
1943,New Touch,Sugomen Niigata Seabura Shoyu Ramen,Bowl,Japan,5,Asia
1940,Nissin,Cup Noodle Pasta Style Bolognese,Cup,Japan,5,Asia
1939,MAMA,Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Myanmar,5,Asia
1938,Nissin,Donbei Kamodashi Soba,Bowl,Japan,5,Asia
1934,Love Cook,Guanmiao Dried Noodles With Spicy Sauce,Pack,Taiwan,5,Asia
1925,Prima,Juzz's Mee Creamy Chicken Flavour,Pack,Singapore,5,Asia
1914,Prima,Juzz's Mee Curry Flavour,Pack,Singapore,5,Asia
1911,Nissin,Emergency Chikin Ramen Cup Noodle,Cup,Japan,5,Asia
1907,Prima Taste,Singapore Curry Wholegrain La Mian,Pack,Singapore,5,Asia
1902,MAMA,Seafood Tom Yum Sichek Flavour,Pack,Myanmar,5,Asia
1901,Prima,Juzz's Mee Original Spicy Flavour,Pack,Singapore,5,Asia
1900,Ibumie,Always Mi Goreng Perisa Kari Kapitan,Pack,Malaysia,5,Asia
1895,Maruchan,Seimen Houjyun Koku Shoyu,Bowl,Japan,5,Asia
1893,Nissin,Cup Noodle Sio,Cup,Japan,5,Asia
1878,Myojo,Extra Spicy Singapore Curry Big Bowl,Bowl,Singapore,5,Asia
1875,Sapporo Ichiban,Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth,Pack,United States,5,North America
1872,Itsuki,Hakata Ossyoi,Pack,Japan,5,Asia
1866,MyKuali,Penang Spicy Prawn Soup Noodle,Pack,Malaysia,5,Asia
1864,Nissin,Raoh Ramen Noodle Soup Umami Tonkotsu Flavor,Pack,United States,5,North America
1859,Mama,Instant Noodles chicken Green Curry Flavour,Pack,Cambodia,5,Asia
1858,Myojo,Wantan Men,Bowl,Japan,5,Asia
1856,Indomie,Instant Cup Noodles Mi Goreng Fried Noodles,Cup,Indonesia,5,Asia
1848,MyKuali,Penang Red tom Yum Goong Noodle (New Version),Pack,Malaysia,5,Asia
1844,Seven & I,Gold Sumire Ramen,Bowl,Japan,5,Asia
1842,Forest Noodles,Purple Sweet Potato Noodles With Taiwanese Sauce,Pack,Taiwan,5,Asia
1839,Vit's,Taste Of Malaysia Penang White Curry Ramen,Pack,Malaysia,5,Asia
1837,Vit's,Taste Of Malaysia Penang Hokkien Mee Ramen,Pack,Malaysia,5,Asia
1836,Vit's,Taste Of Malaysia Penang White Curry Fried Instant Noodle,Pack,Malaysia,5,Asia
1835,Vit's,Taste Of Malaysia Penang Asam Laksa Ramen,Pack,Malaysia,5,Asia
1834,Vit's,Taste Of Malaysia Penang Hokkien Mee Fried Instant Noodle,Pack,Malaysia,5,Asia
1829,Tseng Noodles,Hu Sesame Flavor,Pack,Taiwan,5,Asia
1828,Tseng Noodles,Scallion With Sichuan Pepper Flavor,Pack,Taiwan,5,Asia
1827,Nongshim,Zha Wang ((Jjawang) Noodles With Chajang Sauce,Pack,South Korea,5,Asia
1824,Nongshim,Soon Veggie Noodle Soup,Cup,United States,5,North America
1819,Yum Yum,Premier Bowl Instant Noodles Suki Flavour,Bowl,Thailand,5,Asia
1810,MyKuali,Penang White Curry Noodle (New Version),Pack,Malaysia,5,Asia
1784,Torishi,Hakata Tonkotsu Ramen,Pack,Japan,5,Asia
1781,MyKuali,Penang Hokkien Prawn Soup Rice Vermicelli (Bihun),Bowl,Malaysia,5,Asia
1778,JML,Spicy King Spicy Chicken,Pack,China,5,Asia
1776,JML,Spicy King Bowl Noodle Spicy Chicken,Bowl,China,5,Asia
1774,JML,Spicy King Spicy Pork,Pack,China,5,Asia
1772,JML,Spicy King Spicy Beef,Pack,China,5,Asia
1769,Mamee,Chef Lontong Flavour,Pack,Malaysia,5,Asia
1768,New Touch,Negi Miso No Ippin Ramen,Bowl,Japan,5,Asia
1754,Paldo,King Bowl Super Spicy Pan Stirfried Noodle,Bowl,South Korea,5,Asia
1751,Mom's Dry Noodle,Spicy & Sour Flavor,Pack,Taiwan,5,Asia
1750,Mi Sedaap,Instant Cup Mi Kuah Rasa Soto,Cup,Indonesia,5,Asia
1749,Yum Yum,Jumbo Instant Noodles Tom Yum Kung Creamy Flavour,Pack,Thailand,5,Asia
1744,A-Sha Dry Noodle,Veggie Noodle Baby Grass Noodle With Toona Sauce,Pack,Taiwan,5,Asia
1736,Mamee,Monster Snek Mi Pedas,Pack,Malaysia,5,Asia
1731,Mama,Instant Noodles Creamy Shrimp Tom Yum Flavour,Pack,Cambodia,5,Asia
1727,Wei Lih,Jah Jan Men,Bowl,Taiwan,5,Asia
1720,Mamee,Chef Lontong Flavour,Cup,Malaysia,5,Asia
1713,CarJEN,Otentiq Cheezy Mushroom Instant Noodles,Pack,Malaysia,5,Asia
1710,Chering Chang,Instant Non-Fried Noodles Vegetable Curry Flavor,Pack,Taiwan,5,Asia
1697,The Kitchen Food,Instant Kampua Dark Soy Sauce,Pack,Sarawak,5,Asia
1696,Mama,Cup Yentafo Tom Yum Mohfai,Cup,Thailand,5,Asia
1695,Mama,Cup Shrimp Creamy Tom Yum,Cup,Thailand,5,Asia
1693,Mama,Instant Noodles coconut Milk Flavour,Cup,Myanmar,5,Asia
1689,Wugudaochang,Tomato Beef Brisket Flavor Purple Potato Noodle,Pack,China,5,Asia
1683,Wugudaochang,Sour Soup & Minced Meat Flavor Chef's Grain Naked Oat Noodles,Pack,China,5,Asia
1678,Nongshim,Shin Black Spicy Po-Au-Feu Flavor (Mew Edition),Pack,United States,5,North America
1677,Paldo,Raobokki Noodle (Export Version),Pack,South Korea,5,Asia
1671,Ah Lai,Penang Favourite White Curry Rice Vermicelli,Pack,Malaysia,5,Asia
1667,Deshome,Aloe Thin Noodles With Camelia Oil Vegetable Sauce Flavor,Pack,Taiwan,5,Asia
1662,Mama,Non-Fried Instant Noodles Ramen Tonkotsu Flavor,Pack,Thailand,5,Asia
1658,ChoripDong,Hurricane Rice Cake (Topokki),Bowl,South Korea,5,Asia
1654,MyOri,Malaysia Penang White Curry Noodle Super Spicy,Pack,Malaysia,5,Asia
1653,MyOri,Malaysia Penang Green Curry Rice Vermicelli,Pack,Malaysia,5,Asia
1652,MyOri,Malaysia Penang White Curry Noodle Original,Pack,Malaysia,5,Asia
1638,A-Sha Dry Noodle,Veggie Noodle Tomato Noodle With Vine Ripened Tomato Sauce,Pack,Taiwan,5,Asia
1625,Mama,Instant Rice Noodle Soup Spicy Shrimp Flavour,Bowl,Thailand,5,Asia
1623,MyKuali,Penang White Curry Noodle (New Improved Tatse),Pack,Malaysia,5,Asia
1617,MyKuali,Penang Hokkien Prawn Noodle (New Improved Taste),Pack,Malaysia,5,Asia
1614,The Bridge,Penang White Curry Noodle,Pack,Malaysia,5,Asia
1603,Salam Mie,Mi Goreng Ala Jawa Dengan Sambal Cabe Asli,Pack,Indonesia,5,Asia
1601,Nongshim,Jinjja Jinjja (New),Pack,South Korea,5,Asia
1600,Chering Chang,Instant Non-Fried Noodles Shallot Pork Flavour,Pack,Taiwan,5,Asia
1595,JML,Emporer Instant Noodles Spicy Chicken,Pack,China,5,Asia
1592,Mom's Dry Noodle,Vegan Chilli With Sesame Sauce,Pack,Taiwan,5,Asia
1585,CarJEN,Nyonya Curry Laksa,Pack,Malaysia,5,Asia
1575,Paldo,Jjajangmen Chajang Noodle King Bowl,Bowl,South Korea,5,Asia
1570,Maruchan,"Big Cup Ramen Corn, Salt & Butter Flavor",Bowl,Japan,5,Asia
1550,Ibumie,Penang White CurryMee,Pack,Malaysia,5,Asia
1549,Sapporo Ichiban,Chow Mein Japanese Style Noodles Yakisoba,Pack,Canada,5,North America
1545,Nanyang Chef,Penang Asam Pedas Hot & Sour Noodle,Pack,Malaysia,5,Asia
1523,Paldo,Jjamppong Seafood Noodle King Bowl,Bowl,South Korea,5,Asia
1521,Maruchan,Gotsumori Sauce Yakisoba,Tray,Japan,5,Asia
1508,Mamee,Chef Gold Recipe Mi Kari Seribu Rasa,Pack,Malaysia,5,Asia
1500,MyKuali,Penang Red Tom Yum Goong Noodle,Pack,Malaysia,5,Asia
1488,Mom's Dry Noodle,Sichuan Spicy Flavor,Pack,Taiwan,5,Asia
1486,Mom's Dry Noodle,Onion Oil & Shrimp Flavor,Pack,Taiwan,5,Asia
1485,Nongshim,Spicy Tonkotsu Noodle Soup,Pack,United States,5,North America
1473,Mama,Instant Cup Noodles Shrimp Tom Yum Flavour (Extreme),Cup,Thailand,5,Asia
1471,Mama,Instant Noodles Shrimp Creamy Tom Yum Flavour Jumbo Pack,Pack,Thailand,5,Asia
1468,Mama,Instant Cup Noodles Seafood Pad Kee Mao Flavour,Cup,Thailand,5,Asia
1466,Mama,Oriental Style Instant Noodles Green Curry Flavour Jumbo Pack,Pack,Thailand,5,Asia
1453,Nissin,Japanese Ramen Kyushu Black Instant Noodles With Soup Base,Pack,Singapore,5,Asia
1450,Nissin,Japanese Ramen Tokyo Shoyu Instant Noodles With Soup Base,Pack,Singapore,5,Asia
1445,MyKuali,Penang Hokkien Prawn Noodle,Pack,Malaysia,5,Asia
1432,Maggi,Senses Laksa Instant Noodles,Pack,Singapore,5,Asia
1431,Maggi,Extra Spicy Curry Instant Noodles,Pack,Singapore,5,Asia
1414,Paldo,Cheese Ramyun (for US market),Pack,South Korea,5,Asia
1413,Chering Chang,Curry La-Men,Pack,Taiwan,5,Asia
